docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,인천강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기연천군,경기오산시,인천옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상김천시,경상김해시,경상남해군,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울진군,경상의령군,경상의성군,경상진주시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,광주광산구,광주남구,광주동구,광주북구,광주서구,대구달서구,대구수성구,대구달성군,대구북구,대구서구,대구중구,대전대덕구,대전동구,대전서구,대전유성구,대전중구,부산강서구,부산금정구,부산기장군,부산남구,부산동구,부산동래구,부산부산진구,부산북구,부산사상구,부산사하구,부산서구,부산수영구,부산연제구,부산영도구,부산중구,부산해운대구,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산남구,울산동구,울산북구,울산울주군,울산중구,인천계양구,인천남동구,인천동구,인천부평구,인천서구,인천연수구,인천중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,제주서귀포시,제주제주시,충청계룡시,충청공주시,충청괴산군,충청금산군,충청논산시,충청단양군,충청보령시,충청보은군,충청부여군,충청서산시,충청서천군,충청아산시,충청영동군,충청예산군,충청옥천군,충청음성군,충청제천시,충청증평군,충청진천군,충청천안시,충청청양군,충청청주시,충청충주시,충청태안군,충청홍성군
강원정선군,,,,,,,,0.009201910376846782,,,0.98,,,,0.01079808962315323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원철원군,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01157580414340207,,,,,,,,,0.008424195856597936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원춘천시,,,,,,,,,,,,,0.98,,,0.0062164289603926955,0.006138470467708859,,0.007645100571898461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원태백시,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원평창군,,,,,,,,0.010482410344986736,,,0.009517589655013276,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원홍천군,,,,,,,,,,,,,0.009920680485577054,,,0.98,,0.010079319514422938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원화천군,,,,,,0.010082380569972493,,,,,,,0.009917619430027499,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원횡성군,,,,,,,,,0.011605177507090876,,,,,,,0.008394822492909154,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기가평군,,,,,,,,,,,,,0.011643523889878115,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00835647611012192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천강화군,,,,,,,,,,,,,,,,,,,,0.98,0.004841491082157613,,,,,,0.005285912087101743,,,,,,,,,,,,,,,,,,,0.005099840008829993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004772756821910641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기고양시,,,,,,,,,,,,,,,,,,,,0.00038462655174349686,0.98,,0.00048371268599442437,,,,0.0014645264094759038,,,0.0006140153975526963,,,,,,,0.000376573262640195,,,,0.00039230692298999735,,,0.00042655662794054133,,0.0009252359154452616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003629841930785627,,0.00046985992449117224,0.000762208792447423,0.00040992375717340283,0.0003448529960489566,0.000503555911797724,0.00040720033718103735,0.00042050002293546806,0.0004338535309576913,0.0004140170916019971,0.00047812979516987384,0.0006584039799005378,0.0006209311047537514,0.00034813792615312163,0.0004102471457681857,0.00045730573506528254,,0.0005884024396087756,0.0005728891543870464,0.0004861622489897906,0.0006974503877081062,0.0005112164167889136,0.0004678110737648179,0.00036456146006025195,,,,,,0.0007663807232688944,0.00044734889234591274,0.0004449080840320039,0.0006068036436236091,0.0006866466356998324,0.0003634896532886009,0.0004262631681267571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기과천시,,,,,,,,,,,,,,,,,,,,,,0.98,0.0005420728369082118,0.00027842072506122675,0.00029671654797014277,0.0007470364972096184,,0.00021570772735533982,,0.00030640852027787014,0.0004667384275544303,0.0004687151669617881,0.0003835825753418137,0.000346954029383245,,0.0012702829638614117,,,,,,0.00022936862755125494,0.0006915601614613488,,,,,,0.00028092167336698614,0.00022735491546251057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005926367583612359,0.0004014167350970511,0.0002790031550467317,0.0003622406394228933,0.0010463618472991187,0.00044720420056308424,0.000573237266725351,0.0008280734856689208,0.0002562956121274134,0.0002431377461799032,0.0003928549271345116,0.0006475107314155016,0.0004001235716648206,0.00038207234332765354,0.0009117051336858816,0.0004245321898205498,0.0003667301900935814,0.0004680167896090604,0.00045578516622910275,0.0004891115921449407,0.0005340188730696443,0.000330262077065426,0.00041171713434553787,0.0004400920593187883,0.00030280284698968116,,,,,,0.00025926302790721845,0.0002869377789982543,,0.00026064627001921723,0.00021500102301276415,0.00023936743192898535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광명시,,,,,,,,,,,,,,,,,,,,,0.0002537191707035748,0.00044879801440436185,0.98,,0.00020466837433609803,0.00037829463365958297,0.000272007079553938,,,0.0005806814509733793,0.00021854415301521146,0.00023451662038246346,0.0004469971533103554,0.000276154128332644,,0.0004459911086226155,,,,,0.00026755492065239957,,0.00031274775911935455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003271941190279308,0.0002318030306971618,0.0002389701003376213,0.0006696167159796448,0.000710553601446806,0.0002686328034601718,0.0019805982995341745,0.0012302551337013286,0.0002115302030924988,0.00020558356789949166,0.0002908033598412305,0.0007184121882902261,0.000535315943186686,0.0004244575412628817,0.0003680718733071266,0.0003054650708380123,0.0002985869032114865,0.0002523116217750843,0.0012758494697538963,0.00090924210332177,0.0004904548932095937,0.00036574881893243705,0.0003739766217756178,0.0003623912122278104,0.00022174720875774888,,,,,,0.00041083305388705713,0.00044328957975454426,0.00027705647157250503,0.0004119158219492066,0.00029494839389965883,0.000300951993252516,0.000252757713750113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광주시,,,,,,,,,,,,,,,,,,,,,,0.0007228519017055031,,0.98,0.0007577451109252474,0.0005914088103034198,,0.0006976465104912772,,,0.0016493971972157588,0.0006824406633165513,,,,0.0006338236902813887,,0.0007753881968254597,,,,0.0008196635670224878,0.0006430255423557087,,0.0007603049594780278,,,,0.0012208454105588167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007974980888940936,0.0010008972737755187,,,0.0006191389298560267,0.000840575355197708,,,,,0.0006633215365860184,0.000574040080500643,,,0.0008151708007776757,0.000679084610388964,0.0006042371450168638,0.0010028901630383899,,,0.0005915532975272251,,0.0005730460171670549,0.0006118680487470082,0.0006721370920471729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기구리시,,,,,,,,,,,,,,,,,,,,,,0.00033484787765332766,0.0002789736865619349,0.0003293678144576713,0.98,,,0.0008338806453797229,,,0.0004629253489094845,,,,,0.0002715474255766494,0.00033142984880177675,,,,,,,0.0004120774146619228,,,,,0.0007686116106745533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006633391118926432,0.0010394564514896818,0.0007115271798872214,0.0002959699913170649,0.00036625899754631167,0.000995022060503724,0.0003099423156183582,0.0002911558853840148,0.0008024036371345172,0.0006779618402188029,0.0009067685660859984,0.00039009169557923426,0.0003760180035495243,0.00043582420498679633,0.0004963526303785793,0.0008386070210659813,0.0007565152865486653,0.0008158670893594504,0.0003009906416035693,0.00033960060225444127,0.0004729599161525255,0.00042076266298285956,0.0005538400865586482,0.0006134825282504932,0.002105619920973867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기군포시,,,,,,,,,,,,,,,,,,,,,,0.0008552464487505409,0.0005231019735934072,0.00026078912758434336,,0.98,,,,0.00034164958611781213,0.00035921523192188634,0.0008207502531344901,0.0006356972816684732,0.0007236509628661715,,0.0020281571216531156,,,,0.00028301991704012404,0.00026961911255587973,0.00027494982398959154,0.002189863001528062,,,,,,,0.00037382337881935595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00037849396316500704,0.00030137824797535963,,0.0003374149056020151,0.0005785255340893258,0.0003203596229202579,0.0004878143845619598,0.000720997014208478,,,0.0002972415835538525,0.0004498805686723213,0.0003344173588123799,0.00031209384244066865,0.00047012763167112966,0.00031249594221095345,0.0002866640977324472,0.00033252473169747627,0.00041208859069199425,0.0004047862596410392,0.00037952508821765315,0.0002815118031693048,0.0003166200621319716,0.000326241442834279,0.0002469971981986696,,,,,,0.0002840772008618851,0.0003621169481247686,0.00026070066673374183,0.00029922362503240733,,0.0003199331943362674,0.00024621526948915423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기김포시,,,,,,,,,,,,,,,,,,,,0.0004374853527066327,0.0015257404622016138,,0.0005402538344837449,,,,0.98,,,0.0008458332256647412,,,0.0003981383730249917,,,,,,,,0.0005423190244486515,,,,,0.0006366971740397636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039559987052855674,0.0007865726052122967,0.00042067236600014694,,0.0005379829441433667,0.0004429800301921449,0.0003580787371748468,0.00036406969113978176,0.0003750176606443169,0.0004759828878735948,0.000605154234042939,0.0005455812089224532,,0.0003756924608911488,0.00040474437998542107,,0.0006304678381494831,0.0005793516649156898,0.0004600108687562718,0.0005755383460477264,0.0004576051478429679,0.0004257922271064406,,,,,,,0.0012772929173837546,0.000598435625479577,0.0006483498619660109,0.0009324285412042019,0.0013057387627849577,0.00047725276098930293,0.000617138914052481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기남양주시,,,,,,,,,,,,,,,,,,,,,,0.00041440162132474557,,0.000516230192335079,0.00141956032756393,,,0.98,,,0.0005876804122049226,,,,,,0.0005662483020875241,0.00044035549990447504,,,,,,0.0006439197998488439,,,,0.00043972218629058184,0.0011792180475130116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006371383322391175,0.0008849183548429169,0.0007539109122342459,,0.0004341717243306419,0.000790812451947275,,,0.0008893858550336225,0.0008272917823016027,0.0007463045999022865,0.00045253835517709596,0.00044774793908617993,0.0004983648452868507,0.0005407457357374498,0.0007136839517179632,0.0006956035958157294,0.0007611019649674358,,0.0004123984132012666,0.0005149550298973344,0.0004956082945316631,0.000575889332330191,0.000606721764992766,0.0011133703753532698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기동두천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,0.0037818077118574878,,0.0023352942662307765,,,,,0.002696206424322813,,0.0017035192172646023,,0.004069070813388679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001696308556940229,,,,,,0.001804577760454466,0.001913215249540957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기부천시,,,,,,,,,,,,,,,,,,,,,0.00040392840540688597,0.0003181657642498065,0.0007282781506105797,,,0.00030987322232322163,0.0005341047223734143,,,0.98,,,0.00047394836961872156,0.0002867858450453872,,0.0003289556907439786,,,,,0.0005253498685162071,,0.0002690230081815482,,,0.00024281005962849015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002736529272677606,,0.0002498936557803529,0.0007584156497767002,0.0004062587214870603,0.00024197721693751604,0.0006245911307689843,0.0005032336113746877,0.00022418985161489052,0.00022237284542528718,0.00026876848070385185,0.0004420456204461936,0.0004812465508699386,0.000397044640586188,0.0002873037629973062,0.00027527267765412836,0.00028270631055559554,0.00022709769573449557,0.0007500275288550301,0.0005766704427807237,0.00037782988302930684,0.0003789224146399869,0.00033570342680186183,0.0003177109565016553,,,,,,,0.0015097894261382754,0.001016419538713199,0.0006054025330695927,0.0017489674608412386,0.0007444665085603191,0.0005296433584198271,0.0005211520649698198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기성남시,,,,,,,,,,,,,,,,,,,,,,0.0006629392970125098,0.0003749264805193784,0.0009023555402443599,0.0005826468252214576,0.0004456618813403618,,0.00043449589494062033,,,0.98,0.0004636858498792219,,,,0.0005114215978894943,,0.0003068517295842299,,,,0.00038217396782027073,0.00047887788174143535,,,,,,0.0008058145467814631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008199990061701831,0.0010313440656346735,0.0003976058993280683,0.00032988496078934274,0.0005389944719805459,0.0008305696053222641,0.0004018352007989417,0.00043600944670156187,0.0003904206214357181,0.0003636602860753114,0.0005629487023222351,0.0004816882120413202,0.00038387422656398007,0.0004016624564131355,0.0008817402591797739,0.000592608090774675,0.0004908027628467349,0.0011773120108500466,0.0003645301628725029,0.0003975969879792854,0.0005011652006758394,0.00036711521480607543,0.000467909521877927,0.00051604668352478,0.0005208244500602972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
